"cod_master","jan_prod","fev_prod","mar_prod","abr_prod","mai_prod","jun_prod","jul_prod"
"11485",17611.67,9679.15,9916.98,9142.10,7844.75,4734.04,7245.43
"12038",,1220.48,9945.99,8738.09,5899.53,13080.28,4830.21
"7672",8531.40,5325.87,6304.53,4820.53,8962.98,9741.90,7650.09
"11059",597766.78,284285.84,456996.58,292780.20,429949.39,492414.89,684126.40
"00001",504.09,,1206.84,594.00,122.76,117.66,319.60
"11889",34952.05,40410.66,74575.62,54637.33,89552.63,76678.55,90563.09
"7739",103613.84,78341.05,103333.18,71280.24,97435.68,78526.97,108480.62
"0457",11819.89,18077.69,10177.66,9253.47,7930.61,25725.12,16906.79
"10555",7268.72,1815.84,367.63,819.84,1496.57,341.35,242.17
"7842",20332.99,33089.25,22516.68,9412.54,15205.06,11290.42,7692.70
"10860",54123.18,30704.78,56221.93,54906.96,51982.05,26485.23,34711.48
"10430",25575.91,11709.32,16718.74,9857.23,12256.29,22949.01,7416.43
"11305",18828.18,12562.27,5917.12,10742.81,6284.07,7525.25,2913.29
"12266",,,,,,567.78,176.54
"7428",2522.37,1164.30,6734.58,9562.90,25282.31,9713.33,6428.04
"11555",38646.21,35381.62,68791.78,38647.12,15140.85,27307.46,25858.71
"10614",61571.88,33972.48,72716.39,100805.76,77876.33,66640.90,95452.90
"10439",10073.23,3560.50,5868.62,10771.63,4410.76,2683.56,7318.87
"10445",77409.06,31660.99,66626.18,37830.03,42825.15,42150.96,58691.78
"11202",809.95,4176.12,13931.08,7332.58,4139.29,5124.73,12249.33
"11337",17314.40,5223.45,13945.21,15065.77,6862.14,17693.54,16318.38
"8210",7460.00,113.50,3861.78,979.39,158.03,634.55,1874.72
"7852",3808.78,1212.94,7221.19,5601.79,12628.37,15526.32,9013.57
"7862",99819.93,64865.83,93200.00,68298.03,79454.60,76835.55,70467.34
"12243",,,,,4037.75,,
"12203",,,,,,136.07,281.29
"12413",,,,,,,61153.98
"12388",,,,,,,20464.41
"10315",413.02,424.90,1460.22,234.02,72.41,159.20,293.80
"10251",10589.37,7637.17,6618.02,2338.48,1021.66,,
"11914",154.16,3104.45,4149.57,1041.85,12091.26,1133.58,4030.67
"10299",3082.17,1824.90,9278.89,5063.97,4222.42,591.91,1756.01
D19887,100516.67,53091.06,101395.25,76005.81,3128.76,,
"0315",4777.48,1563.31,3586.02,5251.36,4289.70,934.98,2661.84
"11901",5268.63,1113.37,469.74,899.27,,720.88,
"10313",30880.07,14830.44,26899.19,21485.20,19362.55,13773.25,25367.57
"7588",231420.54,176707.15,230158.37,157907.09,195396.80,162549.39,214295.44
"12143",,,,19421.39,160579.13,126789.85,83634.17
"10906",1053.30,572.64,397.84,976.97,382.32,2773.57,5223.16
"7632",5929.46,6380.99,16521.25,13989.82,19136.54,27754.88,25323.97
"10770",21195.53,11701.40,17986.76,6373.34,11526.28,8833.51,16415.51
"7923",14561.18,4363.77,9441.39,5257.81,9753.37,347.95,5747.09
"12227",,,,,1626.21,40195.61,120278.54
"11087",1427.13,2626.77,2623.33,,142.37,5861.32,11843.11
"10937",,,,435.35,,,
"10421",4785.28,4394.90,16363.41,7292.33,4471.80,1628.90,2057.36
"12026",,,40571.79,48216.92,40185.64,32540.43,46265.49
"11288",15604.40,3808.03,12168.86,2224.31,1862.96,799.83,1263.23
"7760",1138058.65,705209.32,1062244.70,790149.28,910843.95,899257.24,1064048.67
"11524",21601.35,5306.15,11450.21,9129.53,31601.47,9766.29,15055.90
"7873",361239.24,154948.93,360031.27,231248.82,203503.04,181909.88,208030.96
"7290",21142.36,22570.58,23646.72,12568.49,12319.21,10763.16,13220.89
"11690",,24835.05,74092.03,33243.82,6794.62,4560.36,13175.91
"7937",650426.91,529300.32,585272.31,470775.26,491022.54,427001.60,580825.03
"12135",,,1636.21,1858.52,1471.05,1500.95,5068.81
"11240",15022.27,712.14,19414.77,7111.89,5563.82,3241.09,6206.17
"10953",29246.02,9806.50,26097.24,10227.67,21423.85,18100.03,14476.32
"11704",,3371.13,,,,,256.14
"7520",516493.09,253683.75,253102.07,369951.87,327321.67,281351.80,298076.13
"10812",13949.33,6823.30,15371.20,7469.99,4015.02,3123.23,22147.80
"0367",4194.60,2634.85,4460.07,7090.96,,1439.89,1590.54
"10558",29019.88,20526.66,19208.52,15115.64,12312.41,18808.42,25766.63
"7455",21372.44,6088.78,6014.32,3000.54,6856.02,5251.14,4828.74
"7129",18188.16,3603.55,6713.91,3260.67,2795.35,4270.55,4341.27
"8295",870.36,5084.42,427.07,4896.93,,,1609.96
D28492,209.51,2806.57,1007.68,,,,
"7599",9434.02,4035.16,15362.26,7899.67,5035.16,2560.14,3391.15
"10783",10554.98,7641.10,6519.48,6820.84,3080.69,3403.04,1892.02
"11439",3855.54,1422.31,3119.35,1150.39,1410.28,4508.16,350.20
"12131",,,14827.47,7153.21,12315.77,2660.10,1312.80
"8163",,,206.07,,1836.59,,
"10105",44975.46,32597.01,39106.93,18518.88,29472.96,27114.76,16973.33
"10125",12946.58,12868.27,7057.14,5921.89,1947.16,1189.54,1625.51
"11942",,4121.65,1064.90,1785.01,163.50,42.09,1368.57
"10678",110.21,933.37,23166.37,2159.05,1751.75,2348.78,2678.18
"11167",1595.61,1220.42,,,,,
"10339",52878.59,18171.08,24988.91,10577.50,14861.29,10226.40,28602.89
"8366",15686.26,7517.22,22796.09,14861.51,12687.44,12936.57,24372.82
"8117",37054.20,16105.56,27474.53,30315.56,6715.98,12588.49,8679.24
"12110",,,4280.51,1007.34,1702.09,3236.12,7216.62
"11656",1424.80,51.04,391.43,414.84,790.69,490.75,302.15
"11405",5858.96,3080.24,6465.77,5153.01,741.29,2147.21,3037.43
"8091",2048.45,1341.10,5351.25,167.21,272.66,231.72,293.31
"12072",,2583.98,28807.29,59259.89,60100.45,43675.94,84443.48
"11805",15834.91,3061.36,5039.88,2116.81,3533.32,9167.79,6092.84
"11386",30772.23,22543.77,43350.99,26723.74,32253.62,10699.65,26928.30
"12148",,,2402.67,6596.47,6848.59,3107.93,1536.56
"7619",957.51,7007.32,1625.42,412.89,1257.42,4007.21,134.29
"10761",2788.30,1006.13,1386.74,7382.68,2300.98,5350.73,1323.76
"10046",67911.98,34906.94,69698.35,54175.58,41390.87,46636.54,69145.90
"12284",,,,,990.84,9178.17,4246.63
"12269",,,,,216.72,,
"0520",8760.71,6321.62,16350.60,5024.28,14349.41,6144.20,14896.77
"0386",1713.06,,,,,,
"12249",,,,,3338.61,9194.37,2841.19
"11214",2101.41,1162.10,2128.46,188.28,,3019.46,145.99
"0613",255.24,153.96,172.89,238.90,1070.98,,1025.53
"11978",,6979.10,2933.34,3676.92,14339.31,6835.77,4918.34
"12222",,,,1038.07,5785.31,7041.30,10553.15
"7726",14134.64,7973.56,19120.55,12886.71,14506.16,12722.93,16552.17
"12296",,,,,,2311.55,19536.66
"7264",2746.06,348.83,,,,,
"11567",119796.01,79791.82,139571.49,116236.51,145224.21,98400.20,84842.94
"11821",2816.86,,136.97,8119.67,1483.45,2045.74,172.88
"11370",112.94,,,4189.25,7485.33,,
"10354",60998.49,5952.52,1346.39,161.13,2708.83,1220.68,1878.11
"10061",173217.49,88578.51,182332.30,122552.96,88616.35,24888.26,29298.22
"11408",,13306.14,112385.45,73126.16,63913.01,65378.21,103464.32
"11675",9930.15,2601.31,9044.42,10733.86,9317.63,7124.28,3519.68
"11968",13227.62,31243.75,48327.83,32517.93,24450.43,23686.97,37201.86
"10406",91430.13,60596.00,88645.54,51596.20,59070.85,38947.11,65570.91
"7579",241645.80,248743.30,93355.10,105005.10,27415.81,,
"12379",,,,,,,1907.67
"10941",2367.51,153.07,,,,2288.96,381.90
"10161",,,,,,,49041.85
"10679",20770.40,29164.98,39918.40,27630.18,45442.97,44308.53,67362.41
"7954",48361.93,43726.93,53010.47,34726.17,46752.78,30199.64,49286.03
"7448",4391.97,1266.09,2607.68,4347.76,1506.87,,
"1042",1743.18,,,,,,
"8232",729.94,,,,,,
"10919",65072.10,12584.18,22736.75,31353.90,30984.76,20771.01,31267.90
"7529",27451.57,28234.17,38153.70,32071.51,38422.76,27523.72,35566.52
"10714a",17506.09,8757.20,19659.26,15527.40,11259.69,10447.08,25786.29
"11094",4929.01,14173.90,14664.32,18238.26,13728.04,21603.33,28875.56
"11194",647.00,117.94,816.08,238.27,1962.24,2460.83,301.43
"11488",52509.91,18642.34,58597.59,40220.36,11978.71,6120.86,13270.10
"11146",2828.89,593.19,1724.65,2265.35,1565.83,2136.66,5467.63
"12130",,,11327.18,25579.20,18017.20,3691.62,6203.35
"7696",6609.90,5741.65,169.77,342.42,,,2829.81
"12445",,,,,,,5548.60
"10659",8415.20,3867.18,7100.83,9589.64,1194.75,5477.98,1360.77
"10726",7825.21,6771.71,8771.30,3513.95,5212.94,4318.95,11343.38
"12409",,,,,,,53.86
"7678",6404.45,5854.15,4206.09,5147.98,3321.97,7965.22,
"11564",19208.43,10708.27,15907.19,7242.57,4085.31,5678.76,9891.40
"10277",5752.01,1498.45,3566.38,1556.26,1911.03,1150.96,2521.26
"11674",,475.02,1151.70,,,,
"0712",4298.90,661.60,2777.91,,,,
"10662",9139.90,5059.06,13963.30,10939.53,22813.61,17239.45,27831.94
"11430",,,,,6676.38,17337.47,77356.92
"11306",20722.50,4973.32,22986.34,20126.62,8193.92,17259.90,15645.19
"8235",40357.55,16242.90,50722.26,12653.83,14758.22,10544.09,6724.45
"0388",,,,,512.50,,
"11841",,17142.14,49952.75,57081.49,56185.01,68281.04,84893.11
"12314",,,,,,111.65,
"11504",1005.77,567.95,124.12,,,,
"12106",,,2440.89,4909.62,12653.13,2831.29,1603.52
"11613",14886.73,9815.73,21488.47,14618.24,14746.24,10979.82,12507.18
"11997",,6943.34,23960.08,31102.76,37561.70,5633.68,9663.73
"11048",51716.90,32771.22,52760.75,34877.94,33345.99,27335.17,24635.56
"12320",,,,,,9025.05,27279.84
"7995",26385.98,6908.60,10546.26,6812.03,9145.37,11264.44,16339.63
"11057",3212.72,1707.95,2618.34,1836.81,916.52,896.31,1905.92
"12121",,,82226.71,118816.69,211028.78,182388.57,249506.38
"7250",394.20,560.75,91.07,197.37,,164.98,82.61
"8191",453.59,855.06,1375.70,,285.12,404.46,370.62
"10622",56933.60,12535.36,39476.20,51028.20,46960.12,47180.57,60392.40
"10353",630260.73,372240.59,743648.83,719266.80,658445.64,419019.53,590948.79
"10510",3020.64,2745.59,385.85,3016.79,1119.55,4709.74,2134.15
"12017",,29884.13,43211.17,181.38,81049.44,106178.36,326838.41
"12420",,,,,,,376.20
"7337",8038.02,12678.45,16677.67,26667.46,9679.03,35332.99,23533.02
"7637",,,1731.05,973.18,,,383.92
"10959",41361.02,49948.48,78266.46,49146.56,45975.99,58546.22,73283.57
"11699",26646.93,13694.50,78603.91,49569.99,48981.00,32201.24,50107.06
"10608",123078.16,80276.59,131740.09,78422.84,96711.38,69063.99,128612.09
"11189",3071.45,2285.20,5139.56,531.31,296.92,177.64,132.68
"11125",3712.01,8055.10,3494.27,3236.64,3199.83,2874.10,2964.92
"7490",76320.31,38553.36,72174.56,62027.81,82252.14,64287.78,90471.16
"8052",36045.91,21868.05,20155.78,35991.25,20324.63,10593.10,27655.58
"11183",46382.23,30023.77,41792.07,33032.46,24241.63,31725.13,29228.57
"0158",35856.02,26546.91,48720.03,20536.38,30652.68,44840.77,27130.98
"10766",15010.42,12471.11,22224.64,13944.65,26312.44,28739.27,10212.56
"12052",,,4899.63,63429.38,69474.92,26068.82,35568.78
"11892",26281.69,4165.23,12663.05,22290.61,11202.13,516.66,22922.86
"12129",,,125.95,,,,
"10867",10054.20,9249.92,11120.49,10479.41,7687.44,9048.00,13345.82
"7012",503548.80,290110.51,557607.53,404986.53,367956.95,323942.83,466349.95
"12229",,,,20125.36,104610.12,146126.25,121252.07
"7006",9003.88,3236.89,25572.24,22079.85,9185.22,8165.91,16071.93
"7485",16618.40,6448.41,18638.05,6639.57,8241.70,5353.50,2844.87
"11411",31514.41,49539.46,28688.08,12518.03,20527.48,36609.56,9216.94
"12337",,,,,,1929.27,2969.58
"10408",134108.40,77355.86,135217.55,127511.35,103468.61,93242.23,132650.63
"11412",14797.95,10420.05,12216.07,13987.60,10566.44,20248.79,34953.87
"11702",,,,494.19,4355.37,,
"8171",16439.12,7228.67,12917.40,13196.74,7931.95,7675.07,18355.43
"10637",147641.44,92767.64,137532.11,144011.77,239895.15,231983.38,294529.90
"12140",,,383.83,1080.38,991.19,2801.14,2302.28
"10564",5797.85,5130.02,3721.68,21240.34,17924.69,4654.64,16830.14
"11729",26107.21,25519.33,284997.01,199051.08,208351.59,132272.74,171956.41
"11184",569.23,113.74,2569.61,1006.52,876.27,875.20,987.72
"11320",,,,,,,6880.12
"12429",,,,,,,781.46
"11190",,89.73,1971.26,154.36,146.06,244.80,102.37
"7603",10232.58,7155.79,17696.51,12845.37,14754.54,6433.75,12105.27
"11693",11495.19,7292.89,11580.55,285.08,394.83,,1167.20
"12305",,,,,104.09,123841.80,156956.33
"10987",79.73,12391.83,80.63,,,,
"10059",18812.13,11509.17,9121.26,12120.90,9377.87,6084.92,10081.08
"10442.01",19677.80,2252.05,4585.05,36596.80,16040.29,443.42,176.66
"11158",2459.49,1145.79,4810.57,2394.93,2547.45,1762.01,2288.96
"11218",2465.82,680.23,17877.22,16874.15,7831.37,18503.37,19971.49
"8370",321266.44,183555.73,329026.66,225045.04,190818.92,171790.41,323655.88
"12088",,,57302.56,31135.31,35482.05,40149.61,65789.86
"10903",20686.99,23170.12,29612.41,17994.30,14737.37,13229.80,23634.27
"12290",,,,,233.88,45098.56,56525.04
"12194",,,,29955.78,31926.06,26304.33,42046.85
"12168",,,1991.72,,672.89,568.49,
"8420",73114.17,67006.55,39046.05,33754.31,46967.07,48428.05,66517.56
"11820",3747.88,,,,918.71,,
"8183",46536.83,24181.04,33712.66,25561.26,22962.81,6988.47,970.33
"12233",,,,1696.64,3873.07,1977.26,6922.64
"11790",7124.04,208.52,2943.18,1011.22,916.33,,486.87
"10584",3785.19,347.81,7431.53,2094.20,447.64,2285.23,592.90
"11188",2870.70,69.34,,89.44,2347.60,127.97,960.48
"7484",355416.57,247607.19,345899.77,364860.89,349559.04,329346.81,412044.07
"11581",281101.08,140420.13,242715.46,171018.30,169758.75,149182.60,156490.47
"11668",768.63,878.08,178.58,,,,
"7306",20384.27,21323.07,50822.84,17490.78,16382.35,13093.55,24108.08
"0328",115853.09,47704.30,41742.81,24796.49,22294.92,20446.79,8770.55
"8345",1781.91,2826.02,3289.28,1502.40,656.07,2599.26,3757.46
"7253",9215.59,450.46,3177.47,3334.03,2162.20,1382.01,344.97
"0725",6881.87,2963.55,1926.45,1952.12,2510.84,3696.24,1512.64
"7508",4732.81,3127.78,5772.99,6338.19,12618.44,12251.12,14563.26
"10047",22967.21,4885.16,6030.05,16859.28,12994.05,11390.08,14978.35
"8246",4217.69,6225.80,6220.63,1238.69,1946.24,2589.96,992.99
"7333",307880.19,234622.29,369601.53,207900.30,220997.85,272941.47,403685.09
"7357",96714.44,61676.29,67011.89,90025.38,83258.12,77192.10,96991.99
"12325",,,,,,19781.58,60576.74
"11936",6953.75,10687.22,52838.61,64902.24,48775.80,11679.47,11745.37
"11717",62692.37,45843.09,87123.52,51288.35,69625.39,60757.14,45329.95
"12363",,,,,,,31346.61
"10291",319.97,530.89,,,,,
"11089",1481.31,,1090.10,3354.66,1216.62,357.73,2112.75
"12393",,,,,,,1524.40
"11846",1782.77,8614.20,9860.01,2253.47,17027.50,6693.62,7951.92
"7669",9239.73,8237.25,4542.78,5187.35,3702.74,2611.58,6016.16
"11179",6359.80,7206.67,6476.37,4335.92,12620.15,8698.69,6572.28
"10741",7131.19,3450.22,8671.55,5988.45,5100.66,3478.39,3867.22
"12356",,,,,,301.39,473.37
"10398",14970.75,11208.23,25510.93,15601.16,9415.06,21962.09,27584.21
"12468",,,,,,,71.55
"10379",317.50,89.30,,,,,
"11787",8901.96,1976.22,6343.93,3468.46,4051.02,2913.26,4129.10
"10194",,,,,3060.28,1835.36,2386.15
"11719",3767.02,1245.42,4319.34,4277.20,2903.84,1696.68,2568.99
"0920",124361.52,89351.39,134958.31,103925.08,105874.41,77109.31,120561.92
"7826",9318.34,3096.99,3239.47,4203.55,12777.00,4106.95,6841.13
"12001",73.67,,,,,,
"10873",4927.00,1011.16,1548.67,2671.66,4810.41,1357.23,13683.74
"0666",4224.71,9694.27,,,,,
"10945",390031.39,222438.97,307572.39,253574.27,219847.34,195976.26,278996.34
"11016",105714.79,21717.04,102409.36,37028.97,17703.34,40988.80,53620.30
"8211",,1915.97,9678.33,2521.34,4816.67,5699.43,6012.25
"7547",557.75,1878.61,758.57,9841.29,295.74,,2838.53
"10444",1381.97,3753.43,2864.44,,467.27,,
"12430",,,,,,,1733.09
"0193",6749.76,397.03,1201.97,1191.58,1017.83,249.92,
"11162",516.98,3596.24,1257.09,,,3714.38,183.84
"11357",291811.41,213577.10,503400.07,266577.03,203219.79,280773.99,546011.20
"10954",17001.47,14878.46,25253.85,13003.32,12680.93,12111.75,19735.68
"12193",,,,2067.82,5246.23,10293.21,30362.88
"8279",,392.15,,,,,
"8127",6843.34,4122.36,7805.19,6428.75,8683.20,3714.68,6127.39
"0374",1099.03,4626.91,1289.10,,3170.50,3845.04,236.08
"11703",25566.35,24285.15,100.38,,241.87,,
"10593",10017.77,171.10,8390.47,3056.12,5869.29,,3480.71
"7326",15054.40,4128.54,21374.49,5788.01,1949.10,4541.78,4691.89
"11414",16946.07,11634.67,25706.11,5837.91,9616.77,8436.94,16488.82
"7453",25103.29,8272.36,8169.36,6754.56,6469.49,11537.50,8656.48
"11910",1102.86,12797.84,16214.81,3837.58,5362.72,3273.77,8564.38
"10857",32645.83,16524.60,32978.95,21626.12,21997.03,18530.33,25785.39
"11927",,1914.93,25236.00,3497.10,8837.20,2411.61,410.42
"11966",,147.46,,1364.36,,,218.64
"10073",118580.69,60425.72,123340.38,66703.15,98427.46,57623.93,82072.88
"12398",,,,,,,8670.63
"12402",,,,,,,689.02
"11233",6532.24,7496.87,5517.96,4176.31,2365.41,508.40,1694.44
"11428",55788.92,42162.00,29771.08,54023.24,37279.88,38469.37,51475.47
"7738",9325.05,2533.37,9175.20,2067.63,1364.63,3657.39,1537.67
"7193",5319.37,7355.12,7122.61,14411.44,967.71,2294.37,1835.30
"7925",54230.87,45235.77,29718.57,47010.53,28246.01,25675.56,51325.33
"11294",7511.98,4808.03,6999.58,6469.46,598.30,4805.31,14826.88
"1053",60732.07,42776.72,68922.70,55052.83,48173.70,49011.95,83192.07
"11290",1897.24,1036.85,1746.50,11133.18,17994.98,38174.55,40428.85
"10180",9048.28,7243.07,14069.91,5158.03,4687.47,6338.36,6341.36
"11514",12103.91,5576.13,23305.01,11525.71,2520.50,5260.74,12478.81
"12434",,,,,,,4843.57
"7779",11318.94,10059.19,10511.35,11396.18,6067.94,9586.74,8568.45
"8219",10860.48,2904.51,6848.78,6012.15,6505.30,3030.16,4911.21
"7559",35389.14,21241.84,30468.49,24577.62,23646.02,16949.95,27985.54
"11884",63297.33,43868.66,57811.68,37567.96,40914.58,38505.81,30087.18
"10690",7120.15,3827.59,8231.41,4996.91,2592.28,2204.54,8681.39
"12288",,,,,182.98,768.32,
"10756",75170.75,25359.34,51372.10,38363.09,26077.18,25706.26,43593.97
"10319",1375.01,6467.99,5114.20,149.65,10447.91,562.78,
"12181",,,,3051.10,4082.28,3724.53,4162.01
"12304",,,,,1791.21,17803.30,12649.35
"7680",392.24,180.82,1350.38,1373.00,2176.82,1331.41,
"12281",,,,,103.46,,485.60
"10019",47855.64,12987.12,59995.84,28728.15,11224.89,29779.62,15403.65
"8079",4194.51,2389.29,4381.42,1117.92,312.02,,
"10280",16176.36,11001.03,13452.58,13926.62,11468.05,32026.40,19827.39
"12152",,,3127.13,5237.67,3802.35,86.25,223.45
"10074",25597.90,31015.26,108427.50,66746.65,76910.83,86734.46,65112.85
"11285",23885.65,14587.94,21309.70,11540.49,15310.97,19633.41,18220.95
"12350",,,,,,1409.40,363.05
"10791",91236.50,58316.91,50277.03,69227.82,43185.54,44928.96,71060.00
"10086",31682.06,24998.05,26399.82,12147.18,8700.60,1737.01,
"11707",2947.04,,607.17,804.09,,,4114.55
"7747",12003.39,1068.59,3874.93,200.87,494.14,314.28,479.99
"11052",,1449.19,3366.38,1080.83,2006.28,16245.00,1303.71
"7742",165.65,,,,,,1803.84
"11026",11818.22,34087.12,22149.34,15683.90,13499.05,3797.50,13533.04
"0423",3469.70,1118.76,3409.25,11967.64,4888.23,656.85,2818.07
"11970",1788.42,15679.34,,,,,
"11302",204968.90,68340.58,140504.92,84975.83,108429.58,60733.19,71434.97
"8263",130113.90,83307.25,150569.68,164891.19,107013.84,100601.61,132723.90
"10944",22688.94,6049.20,11878.99,9412.58,6549.05,6257.96,9263.95
"12114",,,272.08,16106.50,36134.90,32009.90,56636.30
"7733",29385.52,29897.14,64621.65,19332.96,29876.82,24993.25,36080.94
"11325",195401.81,138659.24,236507.86,130690.55,142429.85,149946.70,191791.53
"10099",8292.31,9796.18,16039.02,17246.29,13466.01,4681.33,16079.33
"8348",,,336.36,,,,466.26
"7424",10699.28,24563.57,46867.61,33886.24,10037.65,927.82,476.02
"10521",3829555.19,2369815.46,3639333.36,2536600.26,2267407.63,1907317.29,2347027.54
"10725",18186.46,4789.83,7154.20,15923.25,6776.94,20225.75,2985.10
"8030",14300.86,9371.74,19915.44,9427.41,7940.15,10877.37,3958.45
"8408",1955.61,149.77,3003.28,,,1236.08,441.62
"12427",,,,,,,98.26
"11952",7455.34,10162.28,20796.66,16793.09,10650.16,17503.63,33463.94
"7329",40180.30,15418.83,42037.17,7818.79,40462.96,7955.62,45994.60
"11381",,,,,,47369.83,124731.51
"8012",2264.72,,1106.28,,944.92,286.19,
"10702",10049.22,11397.73,16915.81,14812.70,13874.54,759.99,
"8293",247898.77,158133.29,160148.41,166166.83,149192.75,141156.38,203138.98
"10989",6414.63,313.37,5014.11,2015.98,3405.21,3913.20,2294.47
"7220",23983.37,300.45,6806.88,,,,
"10334",8626.58,625.60,1155.39,146.47,114.37,135.77,289.56
"12367",,,,,,,723.16
"12247",,,,,7850.36,62430.22,80522.84
"10227",,,578.41,,,,
"11982",1923.48,9599.60,72253.96,24027.86,24169.24,21729.88,64397.68
"12387",,,,,,,23812.07
"12177",,,,,4432.71,5009.55,4375.59
"11458",16271.92,907.03,4382.98,5352.64,175.31,776.03,10391.61
"0480",46340.46,23834.64,28798.20,24304.29,21592.73,16161.17,21038.89
"7405",21964.13,2913.59,1524.91,5708.26,8716.73,6102.71,27823.13
"12176",,,718.37,3510.94,1404.74,602.62,2633.54
"10016",8594.37,4944.71,7101.08,6775.33,6791.54,1233.76,14436.85
"11655",,1380.15,46027.18,42386.73,25948.02,25170.42,28119.41
"7525",5546.26,7379.76,12246.92,12357.08,23659.84,48151.67,14076.72
"7195",5159.52,525.48,378.13,610.51,334.45,2989.54,332.56
"11651",37403.91,16593.64,42104.08,24584.00,33852.22,19670.60,33466.31
"11144",7173.41,2786.50,3996.19,15134.34,2927.08,4491.47,1664.03
"7298",27914.18,14802.84,24102.61,20651.62,22995.94,9526.62,17283.42
"11990",,,10416.49,20063.92,610.16,633.65,12531.55
"12162",,,803.76,10343.88,1518.27,1194.98,7269.01
"7531",9983.74,11938.72,7067.98,12835.31,5342.99,6707.44,9132.77
"11971",,243.42,743.93,352.77,1044.58,1143.74,
"11071",9032.30,1940.74,9983.86,7332.89,7194.71,5823.00,9561.92
"12066",,,26412.47,17271.31,14893.27,16050.56,15549.25
"7311",41865.23,13566.95,25295.36,23105.35,11659.41,19096.22,28202.78
"11309",28452.21,15573.99,42028.20,24796.78,25963.93,23346.48,70647.37
"7458",5677.58,298.76,7504.79,6695.89,8451.82,12471.37,8372.42
"10739",32.94,266.47,,132.52,72.97,100.36,491.63
"11147",59267.60,34878.56,49982.36,53511.85,37205.03,32031.45,55626.78
"11915",,850.07,23446.92,10810.51,8801.82,5605.96,11660.79
"8371",4119.94,763.97,2213.61,3774.79,5346.70,928.28,1555.21
"12374",,,,,,1582.16,49142.37
"10211",17953.45,26794.04,24300.74,11562.57,8368.45,7692.61,31127.44
"7751",252859.82,130695.31,210016.51,148077.71,126671.45,107402.72,144396.75
"11883",,192.57,1982.14,2907.60,790.18,712.02,272.01
"11922",6693.28,5107.16,2878.21,7849.94,3739.34,2396.98,7195.38
"0777",,215.84,549.81,1065.51,274.38,668.19,
"8023",2083.75,91.47,320.88,164.91,343.15,579.85,365.06
"12357",,,,,,1034.49,
"11510",,,1092.33,2887.65,131.47,129.13,438.82
"10306",7891.20,5731.10,1383.48,2311.42,1358.71,1492.21,2320.30
"12019",,,13506.27,53472.09,5357.44,127404.10,185671.98
"12395",,,,,,,9006.10
"11867",25952.21,25855.88,4243.80,6245.34,2065.39,3241.44,3085.71
"11469",,,134.39,170.78,294.89,,
"10147",65649.91,27253.25,83525.97,29656.68,15987.98,13475.90,21464.11
"7462",1075.60,198.46,99.04,807.67,3111.82,,
"12167",,,,12460.20,1751.86,3716.42,4711.90
"11631",54211.97,18746.31,34557.44,46080.54,26818.31,28789.07,21058.99
"8262",,,2507.24,5437.04,155.51,558.95,521.62
"7142",79.87,,,,,,468.24
"10838",699.28,112.05,257.26,125.77,,135.70,
"7229",26714.91,30568.65,16414.92,6944.27,4545.57,5867.21,8867.45
"7560.01",2639304.82,1269278.66,2098678.98,1679095.34,1526817.68,1531356.46,2458060.71
"12189",,,,5151.70,1284.37,3137.89,2423.89
"10999",16595.73,17303.07,12088.89,8853.73,6774.80,16587.22,13696.77
"12113",,,24499.19,35328.10,28470.21,40548.07,39448.75
"12401",,,,,,,846.12
"11298",5135.25,22381.27,47983.79,31352.88,43260.59,44112.98,84971.51
"11666",141.05,517.98,574.53,1567.20,797.36,416.74,1521.48
"7001",102565.50,50982.84,124492.89,79980.70,87229.20,76969.97,108097.19
"7590",34251.24,13588.35,20687.59,17648.35,14823.71,11897.24,19326.85
"11014",16236.90,34007.54,19570.03,15731.09,18181.75,13344.87,48726.65
"10606",23065.43,20232.32,22535.99,23132.91,13549.94,13208.72,25113.19
"0113",17278.88,11430.47,25715.76,20090.23,13619.16,24592.39,6662.91
"7118",,,,,,,1509.23
"12353",,,,,,7972.80,31307.65
"11107",51.68,,,95.12,,,
"11931",,13194.60,7023.93,5241.16,12643.68,5989.23,15076.67
"11572",20536.89,10384.19,15200.32,11717.79,11453.65,20459.97,11818.35
"10869",5775.02,1459.29,4068.65,13973.85,857.57,849.33,571.80
"10854",24672.90,20777.13,71285.55,19097.82,13257.65,5178.95,4404.52
"7364",56781.11,22161.43,59688.12,48607.39,59814.04,33899.52,43170.51
"12333",,,,,,861.28,4370.24
"7613",252971.42,211875.02,242941.13,225379.56,186868.63,173735.29,208147.77
"10591",45209.13,20261.21,40116.87,39356.51,34017.72,29082.40,52454.49
"12215",,,,,,2781.87,944.85
"11155",10902.18,9269.30,8536.85,8457.35,11549.63,4909.90,13070.77
"11311",7385.58,7438.25,15474.21,4345.21,3167.67,2934.99,5672.82
"11741",116.46,,130.06,160.83,,95.57,2655.90
"0726",2865.93,2028.95,3842.43,6123.89,3478.32,10826.50,2584.08
"12056",,2926.87,111200.04,96301.59,71859.37,46555.97,87039.80
"11937",267.35,351.91,449.25,,463.69,,1172.50
"12354",,,,,,2747.10,
"10720",37143.70,29927.00,36820.77,31300.58,40568.03,33445.80,50573.37
"12383",,,,,,666.59,1693.90
"10696",40318.64,27702.86,38002.82,31782.47,43814.74,31864.69,22336.05
"8073",20818.44,10850.01,19650.19,8889.24,15467.08,25723.56,23116.48
