"cod_master","mes","produzido","frequencia"
"10979",1,47449.21,42
"10979",2,22984.74,15
"10979",3,15804.50,24
"10979",4,12637.56,6
"10979",5,2005.07,5
"10979",6,3866.75,4
"10979",7,17979.16,20
"10985",1,131117.82,450
"10985",2,41748.99,249
"10985",3,106079.78,591
"10985",4,73230.94,433
"10985",5,86655.28,470
"10985",6,80991.24,492
"10985",7,73200.04,416
"10985",12,513.94,3
"10986",1,20307.74,36
"10986",2,16312.31,17
"10986",3,16240.53,25
"10986",4,16015.71,18
"10986",5,10460.65,20
"10986",6,8668.48,24
"10986",7,19018.11,33
"10986",12,293.50,1
"10989",1,3249.13,19
"10989",3,2225.61,16
"10989",4,1758.33,7
"10989",5,2601.98,15
"10989",6,3811.95,23
"10989",7,100.07,1
"10991",1,1595.85,11
"10991",2,534.34,5
"10991",3,2699.07,22
"10991",4,4250.77,20
"10991",5,4559.93,28
"10991",6,3138.24,21
"10991",7,2409.97,15
"10999",1,1889.04,9
"10999",2,1923.21,8
"10999",3,2284.00,6
"10999",4,782.41,6
"10999",5,3292.01,12
"10999",6,2399.54,18
"10999",7,2134.25,15
"11006",1,14748.08,80
"11006",2,8496.28,49
"11006",3,18415.52,111
"11006",4,11852.27,81
"11006",5,16868.95,94
"11006",6,12191.69,81
"11006",7,10905.53,82
"11006",12,133.64,1
"11008",1,491.92,2
"11008",2,867.53,2
"11008",3,1204.75,5
"11008",4,130.82,1
"11008",5,580.31,3
"11008",6,300.68,1
"11008",7,231.63,1
"11010",1,40744.96,177
"11010",2,16473.47,96
"11010",3,21635.40,152
"11010",4,19568.45,130
"11010",5,10998.48,66
"11010",6,16028.20,109
"11010",7,11115.51,64
"11013",1,24131.96,125
"11013",2,14709.35,92
"11013",3,18217.52,98
"11013",4,17406.08,116
"11013",5,24443.89,151
"11013",6,20906.02,138
"11013",7,26132.86,144
"11014",1,5556.03,25
"11014",2,11998.77,12
"11014",3,6226.77,19
"11014",4,6886.48,19
"11014",5,2805.23,13
"11014",6,5121.08,18
"11014",7,2855.38,13
"11016",1,33058.40,126
"11016",2,10353.86,53
"11016",3,33153.58,139
"11016",4,4370.10,25
"11016",5,3786.87,22
"11016",6,14964.46,62
"11016",7,12199.10,59
"11018",1,858.61,4
"11018",2,2338.67,13
"11018",3,2283.85,16
"11018",4,2737.04,13
"11018",5,879.10,8
"11018",6,544.99,4
"11018",7,2431.84,15
"11018",12,77.53,1
"11019",1,4869.72,13
"11019",2,5398.79,7
"11019",3,2831.73,12
"11019",4,1652.69,11
"11019",5,2677.06,6
"11019",6,2365.80,10
"11019",7,5762.72,10
"11020",1,611.64,2
"11020",2,174.11,1
"11020",3,1288.94,8
"11020",4,705.67,5
"11020",5,1407.80,6
"11020",6,414.54,3
"11020",7,540.48,5
"11022",1,4549.62,21
"11022",2,7817.99,18
"11022",3,14097.54,67
"11022",4,11602.05,71
"11022",5,4884.69,35
"11022",6,5573.02,38
"11022",7,13008.95,64
"11023",1,1011.16,5
"11023",2,352.35,3
"11023",3,1543.33,7
"11023",4,896.76,6
"11023",5,331.39,3
"11023",6,347.09,3
"11023",7,1233.59,2
"11024",1,349.51,2
"11024",2,4934.46,5
"11024",3,760.97,5
"11024",4,1983.78,14
"11024",5,657.99,2
"11024",7,157.55,1
"11025",1,397.35,2
"11025",2,148.93,1
"11025",4,101.96,1
"11025",5,1250.77,6
"11025",6,378.80,3
"11025",7,255.09,2
"11026",1,1422.20,10
"11026",2,3926.80,9
"11026",3,6288.41,21
"11026",4,7624.75,14
"11026",5,2676.95,18
"11026",6,2294.72,16
"11026",7,2569.75,16
"11030",1,1779.69,7
"11030",2,1157.84,6
"11030",3,1146.49,8
"11030",4,1757.82,11
"11030",5,1431.71,9
"11030",6,2939.18,11
"11030",7,1147.51,9
"11032",1,667.56,1
"11032",3,1073.17,6
"11032",4,1176.54,7
"11035",1,5661.98,29
"11035",2,1221.91,8
"11035",3,2813.56,14
"11035",4,2140.17,9
"11035",5,991.39,5
"11035",6,3265.93,12
"11035",7,3804.95,12
"11047",3,115.61,1
"11047",5,230.23,1
"11048",1,18722.14,79
"11048",2,5918.95,41
"11048",3,17118.44,87
"11048",4,17736.60,72
"11048",5,19268.52,85
"11048",6,12707.87,64
"11048",7,4967.10,29
"11052",2,191.12,1
"11052",3,276.10,1
"11052",4,1080.83,2
"11052",5,553.65,3
"11052",6,3152.52,2
"11052",7,1303.71,2
"11053",1,1874.42,6
"11053",2,572.75,2
"11053",3,104.27,1
"11053",5,1551.55,2
"11056",1,221.37,1
"11056",2,337.17,2
"11056",3,803.70,4
"11056",4,290.80,2
"11056",5,1232.28,2
"11057",5,724.37,1
"11057",6,125.25,1
"11058",1,18047.48,16
"11058",2,2886.58,15
"11058",3,6543.61,30
"11058",4,9046.05,35
"11058",5,4915.32,19
"11058",6,4227.57,18
"11058",7,6696.31,26
"11059",1,237370.78,1291
"11059",2,113917.03,744
"11059",3,198751.93,1275
"11059",4,160229.24,1167
"11059",5,223058.94,1542
"11059",6,258573.48,1764
"11059",7,327901.64,2125
"11059",12,16654.89,73
"11061",3,299.96,2
"11061",4,1470.36,5
"11061",5,1905.25,2
"11061",6,2252.49,2
"11067",3,808.04,2
"11067",4,191.74,1
"11067",5,170.19,1
"11068",1,497.26,1
"11071",1,4609.26,19
"11071",2,1295.09,9
"11071",3,8831.11,39
"11071",4,5191.50,41
"11071",5,4380.33,28
"11071",6,4370.46,30
"11071",7,8296.47,37
"11072",1,17755.65,6
"11072",2,8697.11,3
"11072",3,244.44,2
"11072",4,18863.09,6
"11072",6,140.42,1
"11072",7,1483.20,4
"11073",1,18889.59,43
"11073",2,10203.14,37
"11073",3,18474.16,89
"11073",4,23227.59,89
"11073",5,31859.41,116
"11073",6,31902.45,108
"11073",7,29652.93,57
"11080",1,9693.53,16
"11080",2,784.07,4
"11080",3,3064.36,14
"11080",4,1312.72,7
"11080",5,2613.68,8
"11080",6,1015.27,6
"11080",7,810.56,5
"11085",1,595.71,4
"11085",2,176.09,2
"11085",3,290.28,3
"11087",1,253.48,2
"11087",2,227.17,2
"11087",3,2415.58,4
"11087",6,4935.10,3
"11089",1,857.13,4
"11089",3,263.98,1
"11089",4,894.49,3
"11089",5,180.52,1
"11089",6,357.73,2
"11091",1,120670.80,561
"11091",2,79524.61,438
"11091",3,127556.09,590
"11091",4,88415.70,527
"11091",5,100985.92,528
"11091",6,95968.55,527
"11091",7,96089.95,547
"11091",12,1087.55,7
"11092",1,3671.58,13
"11092",3,1006.82,3
"11092",4,1108.49,4
"11092",6,708.68,3
"11093",1,10215.02,27
"11093",2,6445.53,17
"11093",3,12262.64,42
"11093",4,12335.75,31
"11093",5,13388.42,25
"11093",6,13656.73,32
"11093",7,14458.10,27
"11093",12,115.39,1
"11094",1,2511.10,12
"11094",2,4560.69,8
"11094",3,4159.91,18
"11094",4,4040.96,19
"11094",5,8620.30,26
"11094",6,13419.81,21
"11094",7,4227.30,23
"11095",1,38065.21,143
"11095",2,16143.18,75
"11095",3,48653.05,124
"11095",4,36316.03,142
"11095",5,14679.20,84
"11095",6,14692.41,91
"11095",7,16044.67,96
"11095",12,438.79,2
"11101",1,869.02,4
"11101",2,320.84,2
"11101",3,1137.37,7
"11101",4,1223.30,6
"11101",5,1042.83,5
"11101",6,555.98,4
"11101",7,1169.10,7
"11104",1,14695.24,51
"11104",2,3470.50,11
"11104",3,9701.27,48
"11104",4,9597.90,64
"11104",5,17079.06,75
"11104",6,9067.58,47
"11104",7,5498.11,35
"11106",1,3685.13,18
"11106",2,4106.72,7
"11106",3,907.49,6
"11106",5,239.58,1
"11109",1,7843.49,13
"11109",2,1181.25,7
"11109",3,829.36,8
"11109",4,1552.54,6
"11109",5,2725.32,9
"11109",6,422.37,3
"11109",7,858.02,6
"11110",1,1053.62,4
"11110",2,972.87,3
"11110",4,547.44,4
"11110",5,255.96,1
"11110",6,408.15,3
"11113",1,1301.00,3
"11113",2,447.73,3
"11113",3,2256.19,13
"11113",4,5143.43,14
"11113",5,468.17,4
"11113",6,43.05,1
"11120",3,97.69,1
"11120",4,139.65,1
"11125",1,1051.96,5
"11125",2,639.87,3
"11125",3,1270.53,7
"11125",4,897.04,6
"11125",5,398.96,3
"11125",6,909.14,4
"11125",7,478.65,3
"11127",1,45550.92,212
"11127",2,37883.23,181
"11127",3,53603.47,303
"11127",4,62404.02,330
"11127",5,48000.05,243
"11127",6,48478.80,217
"11127",7,51120.04,233
"11127",12,227.14,1
"11131",1,3860.88,11
"11131",2,3873.15,7
"11131",3,6536.24,8
"11131",4,1873.49,5
"11131",5,193.63,1
"11131",7,1349.59,1
"11136",2,285.59,2
"11136",3,106.12,1
"11136",5,436.87,2
"11136",6,265.41,1
"11136",7,378.99,3
"11144",1,3008.73,7
"11144",2,725.84,2
"11144",3,1029.85,5
"11144",4,2371.21,2
"11144",5,2525.74,4
"11144",6,515.04,2
"11144",7,503.60,2
"11146",1,1408.90,9
"11146",2,317.27,2
"11146",3,1379.77,9
"11146",4,2101.84,12
"11146",5,1243.87,8
"11146",6,849.30,6
"11146",7,2433.94,17
"11147",1,17066.85,86
"11147",2,8833.30,56
"11147",3,16819.33,112
"11147",4,37442.45,87
"11147",5,20452.82,83
"11147",6,12661.15,85
"11147",7,17272.36,98
"11149",1,6721.02,22
"11149",2,2905.84,14
"11149",3,4372.60,15
"11149",4,5471.42,36
"11149",5,6283.84,33
"11155",1,4488.20,21
"11155",2,3144.53,15
"11155",3,3886.58,20
"11155",4,3257.72,20
"11155",5,5294.34,32
"11155",6,3364.86,18
"11155",7,6780.36,31
"11155",12,830.15,2
"11158",1,945.70,7
"11158",2,683.28,5
"11158",3,766.55,5
"11158",4,1203.83,9
"11158",5,1265.65,11
"11158",6,1241.70,9
"11158",7,1086.30,7
"11159",1,67923.83,296
"11159",2,11605.18,60
"11159",3,17910.95,76
"11159",4,14285.27,69
"11159",5,2851.45,11
"11159",6,11032.50,65
"11159",7,8870.13,53
"11162",1,324.73,3
"11162",2,202.15,1
"11162",3,225.89,2
"11162",6,3714.38,2
"11162",7,183.84,1
"11166",1,14992.81,52
"11166",2,1534.70,12
"11166",3,4546.50,22
"11166",4,10405.83,35
"11166",5,4431.06,27
"11166",6,5534.19,26
"11173",1,14383.18,30
"11173",2,5100.67,13
"11173",3,3463.38,13
"11173",4,1146.25,8
"11173",5,3773.79,13
"11173",6,4727.99,14
"11173",7,4871.47,16
"11176",1,11163.90,38
"11176",2,8099.39,30
"11176",3,18129.24,61
"11176",4,10618.08,67
"11176",5,10834.18,57
"11176",6,10998.82,45
"11176",7,11125.98,58
"11176",12,123.89,1
"11179",1,2841.93,9
"11179",2,3382.17,16
"11179",3,1599.10,13
"11179",4,2699.25,15
"11179",5,4923.05,15
"11179",6,2367.10,14
"11179",7,2588.73,14
"11182",1,29706.10,140
"11182",2,13160.53,64
"11182",3,30081.77,173
"11182",4,22728.80,125
"11182",5,24320.67,140
"11182",6,30019.99,144
"11182",7,25705.85,132
"11183",1,17909.74,62
"11183",2,8077.91,21
"11183",3,17020.12,38
"11183",4,8468.63,47
"11183",5,5651.16,33
"11183",6,8352.53,44
"11183",7,15205.38,47
"11183",12,841.56,5
"11184",2,113.74,1
"11184",3,600.75,5
"11184",4,767.67,6
"11184",5,747.64,6
"11184",6,353.57,3
"11184",7,452.80,3
"11187",1,230.09,1
"11187",2,208.90,1
"11187",3,211.48,1
"11187",4,345.72,1
"11187",5,1075.90,2
"11187",6,207.32,1
"11187",7,406.70,3
"11188",2,69.34,1
"11188",4,89.44,1
"11188",5,325.70,2
"11188",6,127.97,1
"11188",7,111.86,1
"11189",4,531.31,2
"11189",5,161.82,1
"11189",6,177.64,1
"11190",2,89.73,1
"11190",3,1828.06,1
"11190",4,154.36,2
"11190",5,93.07,1
"11190",6,62.25,1
"11191",1,3741.72,13
"11191",2,1168.83,8
"11191",3,3254.08,13
"11191",4,4093.97,18
"11191",5,2255.81,15
"11191",6,1879.03,12
"11191",7,5153.87,21
"11192",1,16824.63,83
"11192",2,13605.43,62
"11192",3,15488.49,95
"11192",4,10210.88,67
"11192",5,9785.06,60
"11192",6,11086.23,68
"11192",7,11518.16,74
"11192",12,885.60,5
"11193",1,1073.23,2
"11193",2,1384.93,6
"11193",3,10539.25,9
"11193",4,2734.08,12
"11193",5,1874.87,13
"11193",6,2787.10,14
"11193",7,3157.44,11
"11194",3,141.77,1
"11194",6,657.74,4
"11194",7,301.43,2
"11195",1,964.80,2
"11197",1,10228.60,29
"11197",2,4499.03,21
"11197",3,10191.34,23
"11197",4,4030.03,21
"11197",5,4329.03,23
"11197",6,5077.98,26
"11197",7,4139.68,24
"11198",1,1288.92,6
"11198",2,457.62,4
"11198",3,690.45,5
"11198",4,537.77,4
"11198",5,525.08,4
"11198",6,785.88,6
"11198",7,547.27,3
"11200",1,554.83,3
"11200",2,764.59,4
"11200",3,1387.50,6
"11200",4,255.27,2
"11200",5,278.30,2
"11200",7,676.47,6
"11202",1,218.34,1
"11202",2,3606.33,7
"11202",3,6375.02,16
"11202",4,3585.10,13
"11202",5,937.45,8
"11202",6,1767.54,12
"11202",7,6259.60,16
"11203",1,1006.32,6
"11203",2,1764.34,9
"11203",3,1826.01,10
"11203",4,1797.32,7
"11203",5,1014.73,6
"11203",6,1081.02,7
"11203",7,6187.11,9
"11206",1,2295.60,6
"11211",1,2104.26,10
"11211",2,578.65,5
"11211",3,1097.97,7
"11211",4,981.26,6
"11211",5,816.42,4
"11211",6,281.49,2
"11211",7,1031.87,6
"11214",1,2056.98,1
"11214",3,608.52,1
"11214",4,188.28,1
"11214",6,76.41,1
"11215",1,298.94,3
"11215",2,91.95,1
"11216",1,11756.15,46
"11216",3,2552.28,19
"11216",4,2586.14,12
"11216",5,803.47,7
"11217",7,68422.71,390
"11218",2,680.23,1
"11218",3,2094.40,6
"11218",4,12838.66,8
"11218",5,716.15,3
"11218",6,5559.09,17
"11218",7,8336.14,24
"11230",1,19638.08,67
"11230",2,5089.19,26
"11230",3,25563.87,95
"11230",4,16243.86,74
"11230",5,17026.85,77
"11230",6,18236.29,70
"11230",7,17512.74,82
"11233",1,4710.46,13
"11233",2,2547.73,10
"11233",3,879.05,6
"11233",4,1958.36,10
"11233",5,1217.46,6
"11233",6,205.06,1
"11233",7,671.88,4
"11238",1,1613.72,9
"11238",2,623.02,4
"11238",3,3149.12,9
"11238",4,1913.79,7
"11238",5,9967.69,7
"11238",6,3325.43,7
"11238",7,2615.47,5
"11240",1,5056.42,11
"11240",3,9626.49,7
"11240",4,3198.96,6
"11240",5,2169.22,7
"11240",6,2617.13,5
"11240",7,358.02,2
"11243",1,969.21,3
"11243",2,256.98,1
"11243",3,1102.23,3
"11243",4,191.84,1
"11243",5,451.86,2
"11243",7,1880.72,6
"11247",1,1386.62,4
"11249",1,5335.50,21
"11249",2,3692.53,16
"11249",3,4745.46,16
"11249",4,3999.31,24
"11249",5,4392.13,25
"11249",6,1633.21,10
"11249",7,5937.45,16
"11251",1,133.67,1
"11251",6,1434.49,2
"11255",1,85923.01,233
"11255",2,37182.47,113
"11255",3,62505.44,205
"11255",4,91985.72,256
"11255",5,42797.84,178
"11255",6,48960.47,163
"11255",7,38588.33,193
"11255",12,158.40,1
"11257",1,4554.14,30
"11257",2,2501.05,21
"11257",3,4795.41,36
"11257",4,4010.82,29
"11257",5,3148.68,20
"11257",6,4849.47,29
"11257",7,2587.92,22
"11259",1,2317.42,13
"11259",2,3784.25,3
"11259",3,2449.40,18
"11259",4,2368.35,16
"11259",5,8816.08,20
"11259",6,2425.41,18
"11259",7,7140.00,25
"11259",12,174.46,1
"11260",4,671.59,1
"11260",7,264.87,1
"11261",1,2820.02,1
"11261",3,3011.35,3
"11261",5,7877.79,2
"11261",6,1304.47,3
"11272",1,439.16,2
"11272",3,992.23,2
"11272",4,345.46,3
"11272",5,1489.60,6
"11272",6,466.14,3
"11272",7,572.79,4
"11273",1,21274.53,36
"11273",2,2037.42,7
"11273",3,10094.81,28
"11273",4,17495.75,37
"11273",5,7981.83,21
"11273",6,6962.76,30
"11273",7,7663.31,27
"11275",1,30875.99,119
"11275",2,14066.34,84
"11275",3,24871.86,152
"11275",4,23103.26,108
"11275",5,20992.80,112
"11275",6,13957.21,90
"11275",7,9536.05,61
"11276",1,1686.40,9
"11276",2,1208.49,7
"11276",3,3246.83,18
"11276",4,2727.17,15
"11276",5,4428.24,12
"11276",6,4636.57,11
"11276",7,2366.38,12
"11277",1,8290.56,44
"11277",2,5199.51,35
"11277",3,4933.93,35
"11277",4,6527.84,47
"11277",5,2890.46,21
"11277",6,623.55,4
"11277",7,2303.58,12
"11278",1,13821.92,72
"11278",2,8415.71,46
"11278",3,16088.46,80
"11278",4,15988.02,74
"11278",5,5000.23,32
"11278",6,11918.38,50
"11278",7,10530.53,61
"11281",2,7244.27,2
"11281",3,2598.35,8
"11281",4,159.99,1
"11282",1,21844.31,86
"11282",2,12968.57,48
"11282",3,28474.36,94
"11282",4,35466.05,84
"11282",5,21517.74,80
"11282",6,14210.16,86
"11282",7,13764.95,81
"11285",1,1556.31,9
"11285",2,2865.88,19
"11285",3,7117.54,20
"11285",4,3072.56,19
"11285",5,5597.43,29
"11285",6,6109.60,30
"11285",7,9803.64,30
"11288",1,6463.48,16
"11288",2,1512.11,9
"11288",3,1760.00,10
"11288",4,1014.57,8
"11288",5,636.39,4
"11288",6,451.82,4
"11288",7,912.57,7
"11290",1,1422.96,5
"11290",2,487.80,3
"11290",3,992.52,9
"11290",4,4144.42,29
"11290",5,6626.13,43
"11290",6,14004.82,57
"11290",7,14458.37,66
"11292",1,18187.66,48
"11292",2,13900.50,30
"11292",3,9835.44,45
"11292",4,7537.69,42
"11292",6,11272.23,37
"11292",7,13809.58,64
"11294",1,161.94,1
"11294",2,1751.18,2
"11294",3,6408.42,3
"11294",4,695.64,3
"11294",5,511.45,4
"11294",6,207.67,2
"11294",7,1395.12,5
"11295",1,2086.72,2
"11295",2,131.22,1
"11295",3,1572.30,3
"11295",4,447.35,2
"11295",5,511.50,2
"11295",6,404.55,4
"11295",7,142.24,1
"11297",1,726.73,3
"11297",2,163.41,1
"11297",3,536.69,3
"11297",4,81.00,1
"11297",6,413.23,2
"11297",7,528.62,3
"11298",1,211.93,3
"11298",2,9812.92,70
"11298",3,20813.59,114
"11298",4,14009.37,87
"11298",5,21534.64,138
"11298",6,27440.33,147
"11298",7,29668.41,172
"11299",1,54381.95,161
"11299",2,16844.25,70
"11299",3,23251.08,129
"11299",4,38164.44,138
"11299",5,38714.39,128
"11299",6,30269.43,151
"11299",7,52533.93,175
"11300",2,139.59,1
"11300",3,148.23,1
"11300",5,353.82,1
"11300",6,4037.91,3
"11300",7,2003.37,2
"11301",2,1586.06,6
"11301",3,2764.63,11
"11301",4,2766.84,14
"11301",5,2253.88,9
"11301",6,1226.57,7
"11301",7,3822.59,14
"11302",1,78593.27,270
"11302",2,17126.89,70
"11302",3,29608.18,153
"11302",4,27703.37,141
"11302",5,35821.11,91
"11302",6,17516.23,91
"11302",7,21523.65,85
"11304",5,549.44,4
"11305",1,979.53,5
"11305",2,950.70,1
"11305",3,3712.79,2
"11305",4,1422.69,5
"11305",5,79.44,1
"11305",6,1600.27,4
"11305",7,1292.36,6
"11306",1,7542.30,28
"11306",2,3075.80,12
"11306",3,13035.22,31
"11306",4,2426.59,18
"11306",5,4103.63,17
"11306",6,3137.27,14
"11306",7,7387.30,20
"11309",1,21263.74,27
"11309",2,1841.34,8
"11309",3,29277.14,51
"11309",4,5119.58,24
"11309",5,13731.88,23
"11309",6,3723.14,15
"11309",7,13941.60,25
"11311",1,2718.65,5
"11311",2,3280.59,18
"11311",3,965.01,5
"11311",4,282.20,3
"11311",5,1759.05,3
"11311",6,1292.79,4
"11311",7,3573.37,7
"11312",1,72905.22,306
"11312",2,9430.90,60
"11312",3,50612.20,236
"11312",4,27258.74,151
"11312",5,18686.86,87
"11312",6,14898.72,76
"11312",7,20811.15,121
"11315",4,107.48,1
"11315",5,113.73,1
"11315",6,4969.82,3
"11315",7,733.29,5
"11322",1,32396.39,43
"11322",2,8903.08,19
"11322",3,13374.47,20
"11322",4,20397.55,27
"11322",5,12646.79,20
"11322",6,2476.41,13
"11322",7,19642.37,22
"11325",1,79184.19,278
"11325",2,45811.20,187
"11325",3,71817.48,336
"11325",4,44337.17,257
"11325",5,43417.92,175
"11325",6,51120.64,238
"11325",7,55847.59,227
"11328",1,202.85,1
"11328",2,126.21,1
"11329",1,170.73,1
"11329",2,78.57,1
"11329",3,132.88,1
"11329",4,137.43,1
"11329",5,204.24,2
"11329",6,194.56,2
"11329",7,153.08,1
"11330",1,12840.75,28
"11330",2,8427.67,17
"11330",3,9034.98,31
"11330",4,9008.99,29
"11330",5,5045.62,16
"11330",6,7661.17,25
"11330",7,8891.07,23
"11332",1,984.57,2
"11332",3,103.86,1
"11332",4,86.91,1
"11332",6,103.25,1
"11332",12,573.87,1
"11335",1,16370.93,57
"11335",2,6048.36,41
"11335",3,13158.63,69
"11335",4,10527.54,67
"11335",5,11728.97,61
"11335",6,9515.74,69
"11335",7,10457.04,70
"11336",1,663.33,4
"11336",3,243.10,2
"11336",4,1078.86,1
"11337",1,3086.18,4
"11337",2,3723.15,4
"11337",3,4676.67,10
"11337",4,8054.09,12
"11337",5,1272.09,4
"11337",6,11906.76,14
"11337",7,2280.18,11
"11341",1,202648.00,958
"11341",2,116971.57,714
"11341",3,151446.30,920
"11341",4,146215.29,934
"11341",5,134367.89,756
"11341",6,114021.50,673
"11341",7,124370.94,734
"11343",1,4538.78,14
"11343",2,535.04,3
"11343",3,3308.34,8
"11343",4,4436.49,9
"11343",5,376.31,2
"11343",6,808.01,3
"11343",7,113.71,1
"11346",1,6881.20,34
"11346",2,3109.76,25
"11346",3,14273.73,49
"11346",4,7869.97,42
"11346",5,7467.45,37
"11346",6,5055.67,30
"11346",7,11193.26,37
"11346",12,417.03,2
"11347",2,797.49,3
"11347",3,1538.19,2
"11347",4,4861.81,14
"11347",5,777.98,3
"11347",7,1108.11,1
"11347",12,193.56,1
"11349",1,30162.94,71
"11349",2,10255.33,30
"11349",3,11739.75,47
"11349",4,3470.49,19
"11349",5,6510.07,29
"11349",6,5718.76,30
"11349",7,4031.41,20
"11353",1,142.61,1
"11353",5,1076.37,2
"11353",6,35.50,1
"11353",7,126.65,2
"11354",1,2444.87,2
"11354",4,99.95,1
"11354",5,7448.34,3
"11354",7,937.51,2
"11355",3,46.14,1
"11357",1,132801.63,702
"11357",2,114546.08,701
"11357",3,229542.75,1394
"11357",4,154255.22,949
"11357",5,113977.52,672
"11357",6,162312.26,960
"11357",7,183356.22,974
"11357",12,1777.21,11
"11360",1,21706.08,42
"11360",2,9970.87,29
"11360",3,8849.22,34
"11360",4,7611.21,25
"11360",5,7999.05,30
"11360",6,12800.44,43
"11360",7,15216.42,60
"11360",12,551.58,2
"11365",1,5833.90,8
"11365",3,1592.22,6
"11365",4,1728.41,7
"11365",6,1513.13,6
"11365",7,280.03,1
"11366",1,182.60,1
"11366",2,645.17,2
"11366",3,157.30,1
"11366",4,164.32,1
"11366",5,940.46,2
"11366",6,206.61,1
"11366",7,385.50,2
"11368",4,88.31,1
"11368",7,425.56,4
"11369",1,247594.52,938
"11369",2,116625.67,446
"11369",3,206532.11,944
"11369",4,152856.19,820
"11369",5,111248.68,499
"11369",6,124048.15,551
"11369",7,133468.81,616
"11369",12,537.87,2
"11370",1,112.94,1
"11370",4,1617.82,1
"11374",1,386.22,3
"11374",3,314.45,2
"11374",4,2183.02,5
"11374",5,165.71,1
"11374",6,739.81,3
"11374",7,551.57,3
"11376",1,10920.02,19
"11376",2,3781.82,7
"11376",3,14517.68,29
"11376",4,5022.92,19
"11376",5,4372.39,21
"11376",6,4929.28,15
"11376",7,16849.38,20
"11377",2,5217.61,5
"11377",3,3058.49,7
"11377",4,1244.67,7
"11377",5,1096.39,4
"11377",6,729.98,4
"11377",7,1115.02,3
"11381",6,31876.07,161
"11381",7,36447.27,183
"11384",1,31185.03,141
"11384",2,8520.22,47
"11384",3,21737.30,119
"11384",4,22934.34,114
"11384",5,8330.51,48
"11384",6,17820.29,109
"11384",7,17650.82,84
"11386",1,7528.56,12
"11386",2,6790.57,7
"11386",3,6498.73,11
"11386",4,13033.96,12
"11386",5,6055.43,13
"11386",6,1472.71,6
"11386",7,7203.76,11
"11388",1,1150.54,6
"11388",2,1788.14,7
"11388",3,1440.13,5
"11388",4,1714.06,8
"11388",5,1053.69,6
"11388",6,2625.32,10
"11388",7,1237.12,6
"11390",1,3757.84,16
"11390",2,3102.74,14
"11390",3,4677.47,24
"11390",4,5226.32,18
"11390",5,8687.77,21
"11390",6,2372.53,13
"11390",7,3469.63,14
"11391",1,3874.21,21
"11391",2,1089.77,5
"11391",3,16963.00,16
"11391",4,5289.51,13
"11391",5,1022.38,4
"11391",6,2283.72,8
"11391",7,3164.70,8
"11392",1,59768.95,283
"11392",2,22062.24,127
"11392",3,87418.01,461
"11392",4,92153.77,489
"11392",5,84221.68,475
"11392",6,122127.63,618
"11392",7,105751.06,653
"11395",1,23544.45,5
"11395",7,26.82,1
"11396",1,229.05,1
"11396",2,226.27,2
"11396",3,250.54,2
"11396",4,614.32,4
"11396",5,399.55,3
"11396",6,267.77,2
"11396",7,214.95,1
"11398",1,366.33,1
"11398",2,215.40,1
"11398",4,348.20,3
"11402",1,1365.44,6
"11404",1,1009.54,4
"11404",2,1100.47,4
"11404",3,12117.75,18
"11404",4,2898.88,13
"11404",5,3977.91,13
"11404",6,1716.73,8
"11404",7,834.84,4
"11405",2,888.77,2
"11405",3,1102.62,3
"11405",4,730.84,2
"11405",6,864.03,1
"11407",1,48351.06,136
"11407",2,31223.09,93
"11407",3,53391.37,143
"11407",4,50921.37,175
"11407",5,42463.02,140
"11407",6,49938.13,153
"11407",7,65373.92,186
"11408",2,13306.14,62
"11408",3,32633.83,145
"11408",4,27704.48,135
"11408",5,21641.74,107
"11408",6,29152.42,163
"11408",7,32001.66,164
"11410",1,23516.09,43
"11410",2,17343.87,33
"11410",3,18515.62,35
"11410",4,29463.46,31
"11410",5,12785.28,14
"11410",6,12736.50,24
"11410",7,13685.75,21
"11411",1,9952.65,19
"11411",2,4323.00,13
"11411",3,4510.02,12
"11411",4,2720.85,17
"11411",5,8994.92,13
"11411",6,7935.85,11
"11411",7,1727.11,10
"11412",1,3738.09,21
"11412",2,3815.60,22
"11412",3,4180.29,22
"11412",4,5993.41,34
"11412",5,5633.14,28
"11412",6,7790.73,48
"11412",7,14291.23,74
"11413",1,1000.17,2
"11414",1,6697.41,16
"11414",2,2170.45,2
"11414",3,3012.46,13
"11414",4,1652.63,5
"11414",5,5549.21,11
"11414",6,1885.80,10
"11414",7,1805.51,12
"11415",1,6294.33,6
"11415",2,242.75,1
"11415",3,3450.11,10
"11415",4,8544.57,7
"11415",5,2018.66,6
"11415",6,5374.22,11
"11415",7,570.78,4
"11416",1,3934.18,13
"11416",2,3414.33,8
"11416",3,5969.01,25
"11416",4,7599.14,26
"11416",5,17894.58,23
"11416",6,5794.78,15
"11416",7,4658.37,21
"11417",1,6411.94,3
"11418",1,111.78,1
"11418",2,307.76,2
"11418",3,221.06,1
"11418",4,576.63,1
"11418",5,2061.95,1
"11418",6,1393.86,7
"11418",7,2109.12,2
"11422",1,10852.16,12
"11422",2,2121.55,8
"11422",3,13225.47,18
"11422",4,12457.56,13
"11422",5,8863.80,11
"11422",6,23874.26,14
"11422",7,12007.53,20
"11422",12,143.57,1
"11425",1,43670.87,125
"11425",2,4714.37,18
"11425",3,26273.22,81
"11425",4,31620.54,124
"11425",5,30331.61,110
"11425",6,36923.78,90
"11425",7,34877.35,60
"11425",12,1542.93,6
