"cod_master","jan_prod","jan_freq","fev_prod","fev_freq","mar_prod","mar_freq","abr_prod","abr_freq","mai_prod","mai_freq","jun_prod","jul_freq","jul_prod"
"10776",6502.94,14,7682.98,12,7793.15,16,2234.02,13,4948.94,8,4904.47,13,4113.36
"10783",2043.47,12,510.89,3,578.36,4,1594.24,9,461.31,4,2708.07,6,1369.00
"10784",2979.06,16,1618.54,10,1736.52,14,6094.75,15,1894.74,10,1764.07,7,943.54
"10786",1490.93,5,2523.51,4,3443.97,4,12832.24,8,1947.96,7,1244.57,5,998.29
"10791",20574.88,55,8008.24,27,11865.51,57,21754.79,50,12239.62,41,16925.64,54,13085.42
"10793",2722.84,14,2137.81,7,7214.52,27,674.27,5,,0,191.45,1,
"10795",73586.48,413,22577.18,113,49684.58,359,40627.17,296,48157.78,330,46233.62,309,60630.10
"10803",23260.56,61,16006.70,38,19234.28,63,35347.09,71,26052.97,52,26240.33,63,17057.77
"10807",21106.70,90,14586.29,51,15169.84,83,29825.38,93,19568.92,76,10913.39,72,25594.84
"10809",17102.47,44,834.79,6,,0,4710.31,28,,0,,0,5604.66
"10812",4749.14,10,943.34,3,3735.81,5,720.87,6,732.83,6,835.03,4,2144.23
"10813",257.38,2,200.58,1,388.80,3,1163.79,3,942.37,2,,0,3156.43
"10816",9951.23,16,1998.66,10,2508.57,16,4008.12,22,3327.87,14,1589.50,12,1341.68
"10820",7536.72,14,115.72,1,2843.18,12,4179.71,10,5966.00,7,89.94,1,
"10821",15219.65,38,4798.91,17,7371.53,24,12487.92,39,12844.39,19,8497.18,22,30554.58
"10822",190.16,1,361.06,2,24723.95,3,123.66,1,191.68,1,269.59,2,
"10824",12607.92,80,10503.26,67,17486.45,108,13972.45,95,10721.05,81,11426.15,82,13143.72
"10829",,0,,0,,0,,0,,0,,0,
"10834",7568.42,82,4788.22,41,9367.61,101,13394.59,185,14601.79,160,12581.26,119,10284.99
"10836",1933.50,10,3508.92,7,3015.81,11,1053.84,6,729.38,4,488.37,3,1098.93
"10838",608.57,4,,0,,0,,0,,0,,0,
"10839",1021.11,4,164.64,1,1273.97,8,,0,91.52,1,147.03,2,511.79
"10840",889.06,1,,0,,0,117.05,1,,0,,0,
"10843",2466.85,15,6053.31,17,8376.99,38,11149.25,34,8625.49,21,7708.14,21,11432.86
"10846",426.45,2,2762.15,1,1486.38,1,,0,2626.78,3,11546.05,7,123.49
"10848",,0,1693.97,1,264.93,1,,0,,0,738.36,2,123.58
"10850",8899.70,36,2555.63,17,5230.69,29,6792.89,41,6148.22,28,5716.17,27,4009.36
"10854",7763.56,31,7300.99,21,12660.45,37,7755.65,21,5638.05,27,2911.35,15,1721.21
"10855",9087.49,43,10397.71,37,7589.64,47,5157.83,36,5851.84,37,9101.11,32,4572.98
"10857",16275.11,87,8112.98,44,12681.57,90,9121.35,79,7848.08,57,12320.07,52,8841.70
"10860",15785.54,66,13035.21,57,16042.85,77,22591.02,98,19433.25,80,15607.50,81,15877.88
"10863",3114.24,8,457.93,3,1177.21,5,301.43,2,619.13,2,298.41,1,2613.99
"10866",,0,11834.81,6,1215.60,8,3475.59,13,5865.96,9,3824.57,8,2283.89
"10867",6528.02,42,3280.24,23,5811.18,43,5890.19,42,3497.13,27,6133.09,40,5565.96
"10869",3813.47,21,1132.26,10,2256.53,15,1953.70,9,264.13,2,439.90,2,335.49
"10872",,0,,0,,0,83.15,1,2445.64,4,969.09,6,1083.13
"10873",1053.49,2,150.91,1,400.16,2,702.01,3,1783.05,2,1068.56,4,279.27
"10903",4256.31,23,10006.10,24,8039.34,37,6918.28,40,6396.73,43,7942.23,35,7832.47
"10906",589.41,1,378.53,2,191.51,1,,0,166.09,2,129.93,1,152.84
"10907",,0,287.08,2,100.48,1,,0,,0,,0,
"10910",257.22,1,1334.05,2,,0,3764.88,1,488.54,1,716.75,1,115.50
"10917",3305.80,20,4165.32,19,7408.77,31,10563.55,44,14456.19,37,14954.41,31,7939.77
"10919",15483.58,19,5748.55,6,9798.77,10,16195.98,18,7617.83,12,9387.28,21,9452.94
"10922",24512.07,207,14175.05,158,21090.22,208,29606.97,274,22608.30,204,22362.14,190,21047.26
"10926",1167.20,4,,0,2184.76,7,1217.97,4,1634.83,7,113.47,1,2996.20
"10929",40460.13,37,10977.40,24,33639.66,63,18885.93,63,45958.19,68,69297.67,72,33262.79
"10938",2457.39,5,119.08,1,,0,,0,,0,,0,
"10939",6446.20,36,2778.98,19,20663.31,39,3792.55,32,8430.19,33,3658.91,29,2887.86
"10941",1974.25,1,,0,,0,,0,,0,899.34,1,
"10942",27581.66,22,23708.00,28,11832.00,18,8719.83,12,80941.18,37,64247.40,40,59310.74
"10944",8142.77,21,1958.00,11,4681.60,24,4173.35,23,4154.11,22,3337.35,17,2220.44
"10945",141427.46,404,67254.02,282,106646.22,415,92355.48,351,79519.47,320,61184.21,314,80017.42
"10946",3285.36,19,1595.70,11,3319.35,24,3743.32,26,2720.51,21,2088.85,19,2281.22
"10947",,0,46.04,1,2323.12,6,1462.27,8,1363.64,8,1711.21,4,6684.76
"10948",666.80,4,3293.05,3,158.99,1,2572.88,7,769.44,4,1169.63,5,163.81
"10953",10410.29,45,4063.67,15,6247.05,28,1481.12,10,2980.46,18,6324.98,35,5379.54
"10954",6269.58,17,1450.34,4,1338.09,7,1098.73,6,1832.32,8,7207.69,15,3368.88
"10958",4559.63,17,4641.89,25,1627.11,13,1118.09,10,6093.10,29,5903.29,40,3913.87
"10959",15355.14,73,19110.00,58,19137.14,110,17431.37,105,20956.36,105,23936.31,113,25064.12
"10966",2245.83,7,111.76,1,4832.32,9,4035.51,6,205.17,2,196.82,2,449.73
"10967",3637.99,6,1301.35,2,2722.14,6,1619.87,6,170.36,2,321.56,2,55.14
"10968",4790.94,16,1153.43,7,1240.85,3,682.24,5,5446.42,7,1467.32,8,1434.77
"10970",1995.21,6,222.30,1,3531.21,7,678.30,3,3342.80,7,523.00,3,975.96
"10973",2695.12,9,914.65,10,2142.07,14,2511.02,17,10861.54,15,1896.11,12,1993.77
"10979",47449.21,42,22984.74,15,15804.50,24,12637.56,6,2005.07,5,3866.75,4,17979.16
"10985",131117.82,450,41748.99,249,106079.78,591,73230.94,433,86655.28,470,80991.24,492,67616.55
"10986",20307.74,36,16312.31,17,16240.53,25,16015.71,18,10460.65,20,8668.48,24,18852.08
"10989",3249.13,19,,0,2225.61,16,1758.33,7,2601.98,15,3811.95,23,100.07
"10991",1595.85,11,534.34,5,2699.07,22,4250.77,20,4559.93,28,3138.24,21,2294.81
"10999",1889.04,9,1923.21,8,2284.00,6,782.41,6,3292.01,12,2399.54,18,1730.00
"11006",14748.08,80,8496.28,49,18415.52,111,11852.27,81,16868.95,94,12191.69,81,10745.11
"11008",491.92,2,867.53,2,1204.75,5,130.82,1,580.31,3,300.68,1,231.63
"11010",40744.96,177,16473.47,96,21635.40,152,19568.45,130,10998.48,66,16028.20,109,11115.51
"11013",24131.96,125,14709.35,92,18217.52,98,17406.08,116,24443.89,151,20906.02,138,26132.86
"11014",5556.03,25,11998.77,12,6226.77,19,6886.48,19,2805.23,13,5121.08,18,2855.38
"11016",33058.40,126,10353.86,53,33153.58,139,4370.10,25,3786.87,22,14964.46,62,11449.96
"11018",858.61,4,2338.67,13,2283.85,16,2737.04,13,879.10,8,544.99,4,2431.84
"11019",4869.72,13,5398.79,7,2831.73,12,1652.69,11,2677.06,6,2365.80,10,5762.72
"11020",611.64,2,174.11,1,1288.94,8,705.67,5,1407.80,6,414.54,3,540.48
"11022",4549.62,21,7817.99,18,14097.54,67,11602.05,71,4884.69,35,5573.02,38,12562.44
"11023",1011.16,5,352.35,3,1543.33,7,896.76,6,331.39,3,347.09,3,1233.59
"11024",349.51,2,4934.46,5,760.97,5,1983.78,14,657.99,2,,0,157.55
"11025",397.35,2,148.93,1,,0,101.96,1,1250.77,6,378.80,3,255.09
"11026",1422.20,10,3926.80,9,6288.41,21,7624.75,14,2676.95,18,2294.72,16,2569.75
"11030",1779.69,7,1157.84,6,1146.49,8,1757.82,11,1431.71,9,2939.18,11,751.39
"11032",667.56,1,,0,1073.17,6,1176.54,7,,0,,0,
"11035",5661.98,29,1221.91,8,2813.56,14,2140.17,9,991.39,5,3265.93,12,3804.95
"11047",,0,,0,115.61,1,,0,230.23,1,,0,
"11048",18722.14,79,5918.95,41,17118.44,87,17736.60,72,19268.52,85,12707.87,64,4863.49
"11052",,0,191.12,1,276.10,1,1080.83,2,553.65,3,3152.52,2,1303.71
"11053",1874.42,6,572.75,2,104.27,1,,0,1551.55,2,,0,
"11056",221.37,1,337.17,2,803.70,4,290.80,2,1232.28,2,,0,
"11057",,0,,0,,0,,0,724.37,1,125.25,1,
"11058",18047.48,16,2886.58,15,6543.61,30,9046.05,35,4915.32,19,4227.57,18,6696.31
"11059",237370.78,1291,113917.03,744,198751.93,1275,160229.24,1167,223058.94,1542,258573.48,1764,320357.45
"11061",,0,,0,299.96,2,1470.36,5,1905.25,2,2252.49,2,
"11067",,0,,0,808.04,2,191.74,1,170.19,1,,0,
"11068",497.26,1,,0,,0,,0,,0,,0,
"11071",4609.26,19,1295.09,9,8831.11,39,5191.50,41,4380.33,28,4370.46,30,8296.47
"11072",17755.65,6,8697.11,3,244.44,2,18863.09,6,,0,140.42,1,1483.20
"11073",18889.59,43,10203.14,37,18474.16,89,23227.59,89,31859.41,116,31902.45,108,29428.01
"11080",9693.53,16,784.07,4,3064.36,14,1312.72,7,2613.68,8,1015.27,6,810.56
"11085",595.71,4,176.09,2,290.28,3,,0,,0,,0,
"11087",253.48,2,227.17,2,2415.58,4,,0,,0,4935.10,3,
"11089",857.13,4,,0,263.98,1,894.49,3,180.52,1,357.73,2,
"11091",120670.80,561,79524.61,438,127556.09,590,88415.70,527,100985.92,528,95968.55,527,93017.30
"11092",3671.58,13,,0,1006.82,3,1108.49,4,,0,708.68,3,
"11093",10215.02,27,6445.53,17,12262.64,42,12335.75,31,13388.42,25,13656.73,32,13865.51
"11094",2511.10,12,4560.69,8,4159.91,18,4040.96,19,8620.30,26,13419.81,21,3905.28
"11095",38065.21,143,16143.18,75,48653.05,124,36316.03,142,14679.20,84,14692.41,91,15871.69
"11101",869.02,4,320.84,2,1137.37,7,1223.30,6,1042.83,5,555.98,4,1021.39
"11104",14695.24,51,3470.50,11,9701.27,48,9597.90,64,17079.06,75,9067.58,47,4932.12
"11106",3685.13,18,4106.72,7,907.49,6,,0,239.58,1,,0,
"11109",7843.49,13,1181.25,7,829.36,8,1552.54,6,2725.32,9,422.37,3,858.02
"11110",1053.62,4,972.87,3,,0,547.44,4,255.96,1,408.15,3,
"11113",1301.00,3,447.73,3,2256.19,13,5143.43,14,468.17,4,43.05,1,
"11120",,0,,0,97.69,1,139.65,1,,0,,0,
"11125",1051.96,5,639.87,3,1270.53,7,897.04,6,398.96,3,909.14,4,478.65
"11127",45550.92,212,37883.23,181,53603.47,303,62404.02,330,48000.05,243,48478.80,217,43446.74
"11131",3860.88,11,3873.15,7,6536.24,8,1873.49,5,193.63,1,,0,1349.59
"11136",,0,285.59,2,106.12,1,,0,436.87,2,265.41,1,273.01
"11144",3008.73,7,725.84,2,1029.85,5,2371.21,2,2525.74,4,515.04,2,503.60
"11146",1408.90,9,317.27,2,1379.77,9,2101.84,12,1243.87,8,849.30,6,2433.94
"11147",17066.85,86,8833.30,56,16819.33,112,37442.45,87,20452.82,83,12661.15,85,16946.04
"11149",6721.02,22,2905.84,14,4372.60,15,5471.42,36,6283.84,33,,0,
"11155",4488.20,21,3144.53,15,3886.58,20,3257.72,20,5294.34,32,3364.86,18,6780.36
"11158",945.70,7,683.28,5,766.55,5,1203.83,9,1265.65,11,1241.70,9,1086.30
"11159",67923.83,296,11605.18,60,17910.95,76,14285.27,69,2851.45,11,11032.50,65,8430.38
"11162",324.73,3,202.15,1,225.89,2,,0,,0,3714.38,2,183.84
"11166",14992.81,52,1534.70,12,4546.50,22,10405.83,35,4431.06,27,5534.19,26,
"11173",14383.18,30,5100.67,13,3463.38,13,1146.25,8,3773.79,13,4727.99,14,2573.34
"11176",11163.90,38,8099.39,30,18129.24,61,10618.08,67,10834.18,57,10998.82,45,9639.39
"11179",2841.93,9,3382.17,16,1599.10,13,2699.25,15,4923.05,15,2367.10,14,2457.63
"11182",29706.10,140,13160.53,64,30081.77,173,22728.80,125,24320.67,140,30019.99,144,20252.80
"11183",17909.74,62,8077.91,21,17020.12,38,8468.63,47,5651.16,33,8352.53,44,14844.51
"11184",,0,113.74,1,600.75,5,767.67,6,747.64,6,353.57,3,305.39
"11187",230.09,1,208.90,1,211.48,1,345.72,1,1075.90,2,207.32,1,406.70
"11188",,0,69.34,1,,0,89.44,1,325.70,2,127.97,1,111.86
"11189",,0,,0,,0,531.31,2,161.82,1,177.64,1,
"11190",,0,89.73,1,1828.06,1,154.36,2,93.07,1,62.25,1,
"11191",3741.72,13,1168.83,8,3254.08,13,4093.97,18,2255.81,15,1879.03,12,4465.55
"11192",16824.63,83,13605.43,62,15488.49,95,10210.88,67,9785.06,60,11086.23,68,10756.91
"11193",1073.23,2,1384.93,6,10539.25,9,2734.08,12,1874.87,13,2787.10,14,3157.44
"11194",,0,,0,141.77,1,,0,,0,657.74,4,301.43
"11195",964.80,2,,0,,0,,0,,0,,0,
"11197",10228.60,29,4499.03,21,10191.34,23,4030.03,21,4329.03,23,5077.98,26,4139.68
"11198",1288.92,6,457.62,4,690.45,5,537.77,4,525.08,4,785.88,6,547.27
"11200",554.83,3,764.59,4,1387.50,6,255.27,2,278.30,2,,0,437.47
"11202",218.34,1,3606.33,7,6375.02,16,3585.10,13,937.45,8,1767.54,12,6259.60
"11203",1006.32,6,1764.34,9,1826.01,10,1797.32,7,1014.73,6,1081.02,7,6187.11
"11206",2295.60,6,,0,,0,,0,,0,,0,
"11211",2104.26,10,578.65,5,1097.97,7,981.26,6,816.42,4,281.49,2,1031.87
"11214",2056.98,1,,0,608.52,1,188.28,1,,0,76.41,1,
"11215",298.94,3,91.95,1,,0,,0,,0,,0,
"11216",11756.15,46,,0,2552.28,19,2586.14,12,803.47,7,,0,
"11217",,0,,0,,0,,0,,0,,0,65646.48
"11218",,0,680.23,1,2094.40,6,12838.66,8,716.15,3,5559.09,17,7507.67
"11230",19638.08,67,5089.19,26,25563.87,95,16243.86,74,17026.85,77,18236.29,70,15732.79
"11233",4710.46,13,2547.73,10,879.05,6,1958.36,10,1217.46,6,205.06,1,671.88
"11238",1613.72,9,623.02,4,3149.12,9,1913.79,7,9967.69,7,3325.43,7,2615.47
"11240",5056.42,11,,0,9626.49,7,3198.96,6,2169.22,7,2617.13,5,358.02
"11243",969.21,3,256.98,1,1102.23,3,191.84,1,451.86,2,,0,1880.72
"11247",1386.62,4,,0,,0,,0,,0,,0,
"11249",5335.50,21,3692.53,16,4745.46,16,3999.31,24,4392.13,25,1633.21,10,5937.45
"11251",133.67,1,,0,,0,,0,,0,1434.49,2,
"11255",85923.01,233,37182.47,113,62505.44,205,91985.72,256,42797.84,178,48960.47,163,37195.62
"11257",4554.14,30,2501.05,21,4795.41,36,4010.82,29,3148.68,20,4849.47,29,2471.73
"11259",2317.42,13,3784.25,3,2449.40,18,2368.35,16,8816.08,20,2425.41,18,6693.41
"11260",,0,,0,,0,671.59,1,,0,,0,264.87
"11261",2820.02,1,,0,3011.35,3,,0,7877.79,2,1304.47,3,
"11272",439.16,2,,0,992.23,2,345.46,3,1489.60,6,466.14,3,572.79
"11273",21274.53,36,2037.42,7,10094.81,28,17495.75,37,7981.83,21,6962.76,30,7104.90
"11275",30875.99,119,14066.34,84,24871.86,152,23103.26,108,20992.80,112,13957.21,90,9280.13
"11276",1686.40,9,1208.49,7,3246.83,18,2727.17,15,4428.24,12,4636.57,11,2366.38
"11277",8290.56,44,5199.51,35,4933.93,35,6527.84,47,2890.46,21,623.55,4,2303.58
"11278",13821.92,72,8415.71,46,16088.46,80,15988.02,74,5000.23,32,11918.38,50,10530.53
"11281",,0,7244.27,2,2598.35,8,159.99,1,,0,,0,
"11282",21844.31,86,12968.57,48,28474.36,94,35466.05,84,21517.74,80,14210.16,86,11509.28
"11285",1556.31,9,2865.88,19,7117.54,20,3072.56,19,5597.43,29,6109.60,30,9803.64
"11288",6463.48,16,1512.11,9,1760.00,10,1014.57,8,636.39,4,451.82,4,806.66
"11290",1422.96,5,487.80,3,992.52,9,4144.42,29,6626.13,43,14004.82,57,12426.35
"11292",18187.66,48,13900.50,30,9835.44,45,7537.69,42,,0,11272.23,37,12440.59
"11294",161.94,1,1751.18,2,6408.42,3,695.64,3,511.45,4,207.67,2,1395.12
"11295",2086.72,2,131.22,1,1572.30,3,447.35,2,511.50,2,404.55,4,142.24
"11297",726.73,3,163.41,1,536.69,3,81.00,1,,0,413.23,2,528.62
"11298",211.93,3,9812.92,70,20813.59,114,14009.37,87,21534.64,138,27440.33,147,29668.41
"11299",54381.95,161,16844.25,70,23251.08,129,38164.44,138,38714.39,128,30269.43,151,44694.44
"11300",,0,139.59,1,148.23,1,,0,353.82,1,4037.91,3,2003.37
"11301",,0,1586.06,6,2764.63,11,2766.84,14,2253.88,9,1226.57,7,3822.59
"11302",78593.27,270,17126.89,70,29608.18,153,27703.37,141,35821.11,91,17516.23,91,20235.39
"11304",,0,,0,,0,,0,549.44,4,,0,
"11305",979.53,5,950.70,1,3712.79,2,1422.69,5,79.44,1,1600.27,4,1292.36
"11306",7542.30,28,3075.80,12,13035.22,31,2426.59,18,4103.63,17,3137.27,14,7387.30
"11309",21263.74,27,1841.34,8,29277.14,51,5119.58,24,13731.88,23,3723.14,15,10509.90
"11311",2718.65,5,3280.59,18,965.01,5,282.20,3,1759.05,3,1292.79,4,3573.37
"11312",72905.22,306,9430.90,60,50612.20,236,27258.74,151,18686.86,87,14898.72,76,19766.36
"11315",,0,,0,,0,107.48,1,113.73,1,4969.82,3,733.29
"11322",32396.39,43,8903.08,19,13374.47,20,20397.55,27,12646.79,20,2476.41,13,18763.69
"11325",79184.19,278,45811.20,187,71817.48,336,44337.17,257,43417.92,175,51120.64,238,54025.61
"11328",202.85,1,126.21,1,,0,,0,,0,,0,
"11329",170.73,1,78.57,1,132.88,1,137.43,1,204.24,2,194.56,2,153.08
"11330",12840.75,28,8427.67,17,9034.98,31,9008.99,29,5045.62,16,7661.17,25,8891.07
"11332",984.57,2,,0,103.86,1,86.91,1,,0,103.25,1,
"11335",16370.93,57,6048.36,41,13158.63,69,10527.54,67,11728.97,61,9515.74,69,10457.04
"11336",663.33,4,,0,243.10,2,1078.86,1,,0,,0,
"11337",3086.18,4,3723.15,4,4676.67,10,8054.09,12,1272.09,4,11906.76,14,2280.18
"11341",202648.00,958,116971.57,714,151446.30,920,146215.29,934,134367.89,756,114021.50,673,113315.08
"11343",4538.78,14,535.04,3,3308.34,8,4436.49,9,376.31,2,808.01,3,113.71
"11346",6881.20,34,3109.76,25,14273.73,49,7869.97,42,7467.45,37,5055.67,30,10798.06
"11347",,0,797.49,3,1538.19,2,4861.81,14,777.98,3,,0,1108.11
"11349",30162.94,71,10255.33,30,11739.75,47,3470.49,19,6510.07,29,5718.76,30,4031.41
"11353",142.61,1,,0,,0,,0,1076.37,2,35.50,1,126.65
"11354",2444.87,2,,0,,0,99.95,1,7448.34,3,,0,937.51
"11355",,0,,0,46.14,1,,0,,0,,0,
"11357",132801.63,702,114546.08,701,229542.75,1394,154255.22,949,113977.52,672,162312.26,960,163588.87
"11360",21706.08,42,9970.87,29,8849.22,34,7611.21,25,7999.05,30,12800.44,43,14659.97
"11365",5833.90,8,,0,1592.22,6,1728.41,7,,0,1513.13,6,280.03
"11366",182.60,1,645.17,2,157.30,1,164.32,1,940.46,2,206.61,1,385.50
"11368",,0,,0,,0,88.31,1,,0,,0,425.56
"11369",247594.52,938,116625.67,446,206532.11,944,152856.19,820,111248.68,499,124048.15,551,121863.52
"11370",112.94,1,,0,,0,1617.82,1,,0,,0,
"11374",386.22,3,,0,314.45,2,2183.02,5,165.71,1,739.81,3,551.57
"11376",10920.02,19,3781.82,7,14517.68,29,5022.92,19,4372.39,21,4929.28,15,16849.38
"11377",,0,5217.61,5,3058.49,7,1244.67,7,1096.39,4,729.98,4,1115.02
"11381",,0,,0,,0,,0,,0,31876.07,161,32958.03
"11384",31185.03,141,8520.22,47,21737.30,119,22934.34,114,8330.51,48,17820.29,109,17472.86
"11386",7528.56,12,6790.57,7,6498.73,11,13033.96,12,6055.43,13,1472.71,6,7124.54
"11388",1150.54,6,1788.14,7,1440.13,5,1714.06,8,1053.69,6,2625.32,10,1237.12
"11390",3757.84,16,3102.74,14,4677.47,24,5226.32,18,8687.77,21,2372.53,13,3469.63
"11391",3874.21,21,1089.77,5,16963.00,16,5289.51,13,1022.38,4,2283.72,8,1032.51
"11392",59768.95,283,22062.24,127,87418.01,461,92153.77,489,84221.68,475,122127.63,618,96463.07
"11395",23544.45,5,,0,,0,,0,,0,,0,26.82
"11396",229.05,1,226.27,2,250.54,2,614.32,4,399.55,3,267.77,2,214.95
"11398",366.33,1,215.40,1,,0,348.20,3,,0,,0,
"11402",1365.44,6,,0,,0,,0,,0,,0,
"11404",1009.54,4,1100.47,4,12117.75,18,2898.88,13,3977.91,13,1716.73,8,834.84
"11405",,0,888.77,2,1102.62,3,730.84,2,,0,864.03,1,
"11407",48351.06,136,31223.09,93,53391.37,143,50921.37,175,42463.02,140,49938.13,153,61538.41
"11408",,0,13306.14,62,32633.83,145,27704.48,135,21641.74,107,29152.42,163,29838.29
"11410",23516.09,43,17343.87,33,18515.62,35,29463.46,31,12785.28,14,12736.50,24,13509.21
"11411",9952.65,19,4323.00,13,4510.02,12,2720.85,17,8994.92,13,7935.85,11,1727.11
"11412",3738.09,21,3815.60,22,4180.29,22,5993.41,34,5633.14,28,7790.73,48,14291.23
"11413",1000.17,2,,0,,0,,0,,0,,0,
"11414",6697.41,16,2170.45,2,3012.46,13,1652.63,5,5549.21,11,1885.80,10,1605.02
"11415",6294.33,6,242.75,1,3450.11,10,8544.57,7,2018.66,6,5374.22,11,570.78
"11416",3934.18,13,3414.33,8,5969.01,25,7599.14,26,17894.58,23,5794.78,15,4517.97
"11417",6411.94,3,,0,,0,,0,,0,,0,
"11418",111.78,1,307.76,2,221.06,1,576.63,1,2061.95,1,1393.86,7,2109.12
"11422",10852.16,12,2121.55,8,13225.47,18,12457.56,13,8863.80,11,23874.26,14,12007.53
"11425",43670.87,125,4714.37,18,26273.22,81,31620.54,124,30331.61,110,36923.78,90,34026.34
"11425.01",,0,3522.78,15,,0,,0,,0,,0,6234.40
"11426",920.67,3,,0,,0,,0,151.99,1,177.73,1,224.89
"11428",15486.66,27,5865.92,10,5425.45,18,4969.56,23,3577.75,14,4662.09,18,11120.35
"11430",,0,,0,,0,,0,4915.28,30,19706.20,122,24215.22
"11432",19455.04,23,3021.00,6,13668.72,32,4851.24,14,12204.54,23,9149.36,17,6328.88
"11433",119505.80,555,39508.34,236,81095.62,455,72346.89,417,71874.07,420,80726.09,416,77132.21
"11434",5812.43,27,503.53,3,5431.16,27,3412.20,27,2332.25,18,2460.88,19,478.65
"11439",,0,,0,398.80,2,,0,491.10,1,116.69,1,247.69
"11441",340.28,2,378.09,1,2222.76,3,146.54,1,,0,,0,
"11449",2565.12,9,,0,2295.55,4,5143.80,11,3006.36,17,1594.41,12,4471.67
"11452",776.19,3,5891.62,3,988.81,5,557.63,3,2179.17,10,56.62,1,651.93
"11457",4832.18,27,2664.67,14,10851.11,32,11089.31,31,6864.74,20,5893.17,26,8006.51
"11458",1234.75,7,526.44,3,1624.83,8,1339.58,5,,0,413.16,1,4167.61
"11459",272.50,2,232.26,2,468.94,3,537.44,3,100.94,1,419.02,2,801.08
"11462",13990.36,81,25649.68,60,10766.67,55,10499.21,49,3486.79,22,7213.23,21,3797.55
"11463",15129.20,24,355.84,2,5330.43,27,,0,,0,,0,
"11469",,0,,0,,0,,0,294.89,1,,0,
"11485",6111.62,12,7516.73,15,2480.78,17,3206.14,22,3898.58,19,1438.88,10,1730.35
"11488",11879.85,25,2559.64,9,16458.30,25,10545.50,17,5920.29,17,3346.06,7,1735.55
"11499",,0,,0,,0,,0,,0,,0,
"11504",714.24,4,466.66,2,,0,,0,,0,,0,
"11505",,0,,0,900.43,8,330.69,2,780.11,6,354.24,4,
"11506",14546.81,43,3292.65,19,5307.20,34,6058.00,35,7864.11,29,4230.13,26,5356.62
"11510",,0,,0,604.16,1,1427.95,2,131.47,1,,0,308.30
"11514",3024.14,9,1316.37,8,16263.98,8,2457.85,11,1242.59,7,2250.48,10,2150.90
"11517",,0,,0,712.21,4,125.79,1,,0,,0,
"11518",51289.03,269,14676.25,55,54258.18,225,27232.90,153,23990.57,135,36892.41,168,30324.02
"11524",3126.75,13,4396.93,14,4187.37,21,4309.20,13,10206.09,20,3777.85,21,3728.74
"11528",653.75,3,,0,,0,,0,,0,,0,
"11533",3262.86,20,1094.88,7,6458.12,49,5433.73,39,5060.47,31,6765.78,44,6198.07
"11535",,0,82.88,1,109.24,1,121.27,1,110.58,1,115.08,1,
"11536",,0,,0,,0,,0,82.34,1,,0,100.52
"11542",1178.35,4,1245.87,3,3016.34,16,1762.96,16,1669.08,7,2624.12,12,4544.68
"11545",2546.24,2,,0,197.90,1,,0,,0,,0,
"11555",10148.27,16,6335.79,10,10971.80,23,6844.97,15,4382.98,12,4087.15,17,4641.93
"11564",4460.63,19,1343.75,10,2446.08,15,2268.29,12,827.24,6,1120.70,8,2100.09
"11566",6136.71,41,3173.12,42,8523.56,75,1415.38,15,3085.14,37,3205.65,31,5171.85
"11567",28823.88,37,14447.86,38,25255.98,52,20637.62,49,39183.73,54,25432.63,44,14425.44
"11572",13202.03,8,2766.88,8,5626.69,14,9525.97,11,473.04,3,5671.79,9,1541.29
"11573",,0,292.02,2,,0,,0,,0,,0,
"11581",106241.29,312,39440.43,128,83525.14,328,65474.62,298,50391.61,221,55214.83,213,44237.29
"11586",965.41,5,235.99,2,1084.51,8,1577.08,8,359.19,3,683.96,3,324.17
"11595",28862.57,173,,0,,0,,0,,0,,0,
"11613",4273.58,7,484.97,3,6139.04,8,3240.62,15,3705.65,12,3033.37,8,2237.91
"11621",1313.48,5,196.58,2,738.11,5,523.05,3,274.47,2,1359.71,7,920.63
"11623",16556.34,39,7747.59,9,16326.64,40,17839.74,48,9062.99,20,12044.09,30,17160.98
"11625",1496.88,5,,0,1548.48,3,7572.32,14,,0,,0,
"11626",1140.22,2,662.14,2,,0,,0,,0,,0,
"11627",4994.41,1,1923.84,2,1695.92,1,,0,764.25,1,2897.19,4,1803.57
"11631",12981.61,27,7047.65,16,17434.62,66,23014.55,70,12240.40,56,18005.86,72,9735.82
"11632",3576.10,19,2641.58,15,16618.31,64,3867.27,22,1794.00,10,4065.30,14,2866.88
"11634",13327.73,24,6481.17,7,7229.64,20,2458.47,10,7055.47,12,122.13,1,2420.84
"11635",,0,83.72,1,1133.11,4,,0,,0,,0,
"11637",,0,,0,2154.97,9,1945.05,13,397.97,3,,0,
"11641",3638.84,3,362.87,3,,0,258.86,1,,0,357.64,2,125.49
"11643",1299.04,6,23399.71,3,821.94,7,1226.95,3,222.40,2,2728.20,6,165.48
"11645",,0,,0,,0,804.10,1,,0,,0,724.38
"11651",15648.25,46,4370.37,23,12655.66,36,9883.36,51,2893.49,24,4272.50,25,10165.08
"11655",,0,1380.15,8,8237.09,40,12857.87,60,10104.07,60,13050.00,68,6803.46
"11656",779.01,7,,0,271.34,2,,0,562.08,4,124.78,1,
"11658",882.04,7,746.53,5,491.35,4,,0,,0,,0,
"11660",134.04,1,1561.83,3,1520.36,9,,0,,0,,0,
"11666",,0,,0,,0,1424.84,1,265.42,1,416.74,2,
